iteration,train loss,train acc,test loss,test acc
2648,4.318477631,3.125,3.527414322,6.25
2649,4.506959915,3.125,2.608075857,43.75
2650,4.456151009,3.125,3.465355635,9.375
2651,4.559238911,6.25,3.569790363,18.75
2652,4.41728878,3.125,3.239101171,25
2653,4.502223015,0,3.629588842,21.875
2654,4.34677887,0,2.94912529,28.125
2655,4.621411324,0,3.46148777,18.75
2656,4.376079559,9.375,3.897218466,12.5
2657,4.361421585,3.125,3.759389639,15.625
2658,4.589641094,3.125,3.452931643,25
2659,4.537574768,0,3.30194068,15.625
2660,4.512414932,0,3.057258368,28.125
2661,4.490724087,3.125,2.832844496,37.5
2662,4.520018578,3.125,3.666527271,12.5
2663,4.365314007,3.125,3.01783824,15.625
2664,4.472062111,0,2.921073914,21.875
2665,4.535573483,6.25,2.992762089,12.5
2666,4.621538639,0,3.044398546,18.75
2667,4.550605774,3.125,3.547153234,15.625
2668,4.62656498,0,3.56873107,18.75
2669,4.454880238,0,2.974107504,18.75
2670,4.640727043,0,3.415342808,9.375
2671,4.354683399,3.125,3.675635338,9.375
2672,4.421658039,0,3.507539511,21.875
2673,4.423849106,0,2.692724466,31.25
2674,4.346491814,9.375,3.595877647,9.375
2675,4.346784115,3.125,3.738230705,15.625
2676,4.512129307,0,3.207776546,15.625
2677,4.254403114,3.125,3.576272488,9.375
2678,4.570651054,3.125,2.375812292,46.875
2679,4.661750317,6.25,3.204860926,15.625
2680,4.479439259,0,3.202778578,28.125
2681,4.562731266,0,3.19005537,21.875
2682,4.541606903,6.25,3.77260232,9.375
2683,4.613130569,0,3.23435235,12.5
2684,4.630545616,0,3.326601982,12.5
2685,4.486681461,3.125,3.573370218,18.75
2686,4.503749847,0,3.244543076,12.5
2687,4.592738152,0,3.626267195,21.875
2688,4.614438057,0,3.063266993,28.125
2689,4.630034924,3.125,3.131958246,18.75
2690,4.532233715,0,3.500931978,21.875
2691,4.447507381,3.125,3.675069332,15.625
2692,4.411097527,3.125,3.119725466,28.125
2693,4.540151596,0,3.326339722,28.125
2694,4.310948372,0,3.063646793,25
2695,4.63261795,0,3.427010775,18.75
2696,4.678698063,0,3.484464884,15.625
2697,4.435045242,0,3.267967939,15.625
2698,4.453378677,0,3.473470688,18.75
2699,4.669878006,6.25,3.265191317,18.75
2700,4.537360191,0,3.267754316,21.875
2701,4.590272903,3.125,3.335361958,28.125
2702,4.493734837,0,3.51409626,18.75
2703,4.452356339,6.25,3.562021017,15.625
2704,4.567310333,0,3.381138563,15.625
2705,4.497534752,3.125,3.19274497,12.5
2706,4.549124241,0,3.508528471,12.5
2707,4.467820168,3.125,3.35013032,25
2708,4.522740364,3.125,3.035667658,25
2709,4.581003189,3.125,3.103236914,21.875
2710,4.523402214,0,3.327346802,18.75
2711,4.536702156,0,3.473371029,25
2712,4.618662834,0,3.416425705,21.875
2713,4.397068024,3.125,3.558351994,18.75
2714,4.621459007,0,3.714553118,12.5
2715,4.408804893,3.125,3.101644278,15.625
2716,4.463399887,0,3.43575716,21.875
2717,4.501621723,6.25,3.328977108,12.5
2718,4.404880524,0,3.15243125,12.5
2719,4.239863873,6.25,2.825134277,31.25
2720,4.495146751,3.125,3.520026207,9.375
2721,4.542289257,0,3.671433926,12.5
2722,4.546436787,3.125,3.230186701,28.125
2723,4.496534348,3.125,3.339790344,15.625
2724,4.499238968,3.125,3.112043142,21.875
2725,4.619513988,0,3.185511351,28.125
2726,4.633761883,0,3.550452709,12.5
2727,4.565322876,0,2.814993858,25
2728,4.562438965,3.125,3.649553776,15.625
2729,4.466112137,0,3.652932405,9.375
2730,4.550847054,0,3.502222538,3.125
2731,4.511111259,0,3.921615601,15.625
2732,4.476571083,6.25,2.960820436,18.75
2733,4.503308296,0,3.531537056,18.75
2734,4.588477612,3.125,3.683005333,12.5
2735,4.504761696,3.125,3.480009079,15.625
2736,4.54618454,0,3.287021399,12.5
2737,4.548073769,0,2.996320724,15.625
2738,4.539346218,0,3.136454344,21.875
2739,4.603999615,3.125,3.175502062,18.75
2740,4.481912613,9.375,3.326669216,15.625
2741,4.414633751,6.25,3.045602322,18.75
2742,4.434534073,3.125,3.587508678,15.625
2743,4.458071232,3.125,3.851691723,12.5
2744,4.409853935,3.125,3.481264591,18.75
2745,4.554294109,6.25,3.453677654,21.875
2746,4.483496666,3.125,3.593220472,3.125
2747,4.64025116,0,3.301634789,15.625
2748,4.637290955,3.125,3.221684694,18.75
2749,4.644215107,0,3.581203938,15.625
2750,4.477426052,9.375,3.616777897,15.625
2751,4.558831215,0,3.394953966,21.875
2752,4.484575272,3.125,3.155413389,18.75
2753,4.540830135,3.125,3.316701889,21.875
2754,4.618075371,0,3.034213066,28.125
2755,4.712948322,3.125,2.918242216,25
2756,4.572743416,0,3.563559771,15.625
2757,4.591679573,0,3.121982098,21.875
2758,4.460833549,0,3.37407136,15.625
2759,4.440701962,0,3.371286154,18.75
2760,4.533702374,0,3.769735813,12.5
2761,4.572045803,0,3.883081198,3.125
2762,4.554214001,3.125,3.313250303,28.125
2763,4.622243404,0,3.344681263,25
2764,4.621795654,3.125,3.006044865,28.125
2765,4.594715118,3.125,3.101081133,25
2766,4.568519592,3.125,3.709632158,12.5
2767,4.553326607,3.125,3.537986755,12.5
2768,4.564408779,0,3.531464577,9.375
2769,4.531252384,0,3.334607601,15.625
2770,4.442507267,0,3.263091564,18.75
2771,4.463191032,0,3.262647629,21.875
2772,4.291221142,6.25,3.298688173,18.75
2773,4.614480019,0,3.233637333,18.75
2774,4.163487434,9.375,3.280709505,12.5
2775,4.748392582,0,3.498431206,18.75
2776,4.664453983,3.125,3.648584843,18.75
2777,4.60689497,0,3.107494354,21.875
2778,4.572095394,3.125,3.173103094,18.75
2779,4.408166409,3.125,3.846140146,12.5
2780,4.502409935,0,3.640022755,9.375
2781,4.553143024,0,3.512024879,12.5
2782,4.632687569,0,3.447245359,18.75
2783,4.512012959,3.125,3.556666851,21.875
2784,4.582417011,3.125,3.577904463,9.375
2785,4.577019215,0,2.915004492,34.375
2786,4.570029259,0,3.400534153,21.875
2787,4.459637642,3.125,3.288882971,18.75
2788,4.657705307,0,3.567883968,6.25
2789,4.450806618,0,3.212270021,12.5
2790,4.528007984,6.25,2.738595009,31.25
2791,4.606122971,3.125,3.775416374,12.5
2792,4.399808884,6.25,2.664967299,37.5
2793,4.579106331,3.125,3.251838207,18.75
2794,4.611411572,0,3.34522748,18.75
2795,4.448940754,0,3.073709249,25
2796,4.416941166,3.125,3.540738821,18.75
2797,4.585504532,3.125,3.445254564,9.375
2798,4.272854805,0,3.898359299,15.625
2799,4.582744122,3.125,3.967792273,6.25
2800,4.50464344,3.125,3.210759878,18.75
2801,4.615603447,0,3.11620307,18.75
2802,4.367310047,0,3.43644619,15.625
2803,4.305300236,0,3.445467472,18.75
2804,4.425069809,6.25,3.535981178,12.5
2805,4.531364441,0,3.361047029,18.75
2806,4.707531929,0,3.326080561,12.5
2807,4.509984493,0,2.915138245,34.375
2808,4.449606895,6.25,3.290039778,18.75
2809,4.4984622,3.125,3.508508921,18.75
2810,4.548475742,0,3.840128183,15.625
2811,4.556789875,3.125,3.10613966,25
2812,4.486767292,0,3.016320467,25
2813,4.547246933,0,3.731850386,6.25
2814,4.446196079,0,2.890377045,28.125
2815,4.626459599,0,2.880320549,21.875
2816,4.43989706,3.125,2.997091293,40.625
2817,4.557823181,0,3.554794312,25
2818,4.53197813,3.125,2.913196564,25
2819,4.516480446,6.25,3.442184925,25
2820,4.600923538,0,2.980011225,12.5
2821,4.433290482,3.125,3.865150452,15.625
2822,4.319050789,9.375,3.053325891,18.75
2823,4.327096462,0,3.275213718,15.625
2824,4.576960564,0,3.583253384,21.875
2825,4.424666405,9.375,3.641792536,21.875
2826,4.330251694,3.125,3.170210361,25
2827,4.507872105,3.125,2.993002415,21.875
2828,4.483935356,0,3.421915531,18.75
2829,4.496983528,0,3.443786144,18.75
2830,4.534373283,0,3.634389162,15.625
2831,4.540276527,0,2.971001863,28.125
2832,4.572651386,0,3.276747704,15.625
2833,4.577630043,3.125,3.286706924,25
2834,4.529800415,0,3.477357626,18.75
2835,4.433750629,3.125,3.180582047,12.5
2836,4.443712234,0,3.060399294,31.25
2837,4.512209415,0,3.304141283,18.75
2838,4.59636879,3.125,3.172990561,12.5
2839,4.479222298,6.25,3.164589882,15.625
2840,4.446361065,0,3.451471567,15.625
2841,4.460464954,6.25,3.278405666,21.875
2842,4.436436653,3.125,3.227208376,15.625
2843,4.406219959,3.125,3.068230152,18.75
2844,4.562251091,3.125,3.061209917,15.625
2845,4.591650963,0,3.416992188,21.875
2846,4.460090637,3.125,3.450980425,15.625
2847,4.55169487,0,2.815478325,28.125
2848,4.40994072,0,3.050131798,34.375
2849,4.51191473,3.125,3.098850965,25
2850,4.405057907,0,3.326675177,28.125
2851,4.496387482,6.25,3.007127762,15.625
2852,4.572453976,3.125,3.516085148,9.375
2853,4.510711193,0,3.483072996,18.75
2854,4.519338608,3.125,3.515337706,12.5
2855,4.456886768,0,2.831834316,28.125
2856,4.28241539,9.375,3.459820032,9.375
2857,4.611411095,0,3.280166149,25
2858,4.427968979,0,4.139543533,6.25
2859,4.65797472,0,3.543145657,12.5
2860,4.588637352,0,3.396819592,12.5
2861,4.511940479,0,3.007385015,37.5
2862,4.476264954,0,3.381000042,15.625
2863,4.438569546,0,3.185747862,28.125
2864,4.559852123,3.125,3.013936758,25
2865,4.661010742,3.125,3.129674911,12.5
2866,4.298158169,3.125,3.128400564,34.375
2867,4.663391113,0,2.710786581,28.125
2868,4.55971384,9.375,3.580946445,9.375
2869,4.522391319,3.125,3.146523952,15.625
2870,4.56679821,0,2.947618961,31.25
2871,4.510820866,0,2.867894173,31.25
2872,4.655605793,0,2.917454481,34.375
2873,4.50314045,3.125,3.507731676,18.75
2874,4.526046753,3.125,3.409819841,25
2875,4.438127995,3.125,2.757928371,28.125
2876,4.618145466,6.25,3.307254314,15.625
2877,4.38142252,6.25,3.239759922,15.625
2878,4.436041355,0,3.459476948,12.5
2879,4.404040813,3.125,2.91643548,25
2880,4.558877945,0,3.427762508,9.375
2881,4.753469467,0,3.698851347,15.625
2882,4.526449203,3.125,3.367657185,25
2883,4.503594398,0,3.07722497,21.875
2884,4.411921978,0,3.406727314,15.625
2885,4.436207294,0,3.354737997,18.75
2886,4.604260445,0,3.415615082,9.375
2887,4.497145653,0,3.0314219,25
2888,4.372195721,6.25,3.371325254,25
2889,4.299738407,9.375,3.380778313,21.875
2890,4.645331383,3.125,3.290014982,12.5
2891,4.366295338,6.25,3.164437056,21.875
2892,4.550907135,6.25,3.337450743,18.75
2893,4.417978764,3.125,3.554995537,21.875
2894,4.531115532,3.125,2.833990097,21.875
2895,4.46830368,0,2.951779127,25
2896,4.586473465,0,3.323152304,18.75
2897,4.622619629,0,2.969344854,18.75
2898,4.46724844,3.125,2.596328497,31.25
2899,4.310781479,3.125,3.341486931,21.875
2900,4.55670929,0,2.99013567,21.875
2901,4.731408119,3.125,2.929558039,31.25
2902,4.46772337,0,3.072235107,15.625
2903,4.369832993,6.25,3.244976521,15.625
2904,4.570445538,0,3.270576239,15.625
2905,4.501214504,0,3.364115715,15.625
2906,4.361907959,3.125,3.772936583,9.375
2907,4.353853703,0,2.910630226,31.25
2908,4.452672958,6.25,3.316902637,28.125
2909,4.253748894,3.125,3.391307592,18.75
2910,4.627047539,0,3.530540943,21.875
2911,4.47960186,0,3.301369429,25
2912,4.488801956,0,3.349554062,21.875
2913,4.52610302,6.25,3.336212873,12.5
2914,4.365629673,6.25,3.121627092,18.75
2915,4.444386482,3.125,3.362621784,12.5
2916,4.461324692,6.25,3.063914776,18.75
2917,4.415233612,6.25,2.694948435,31.25
2918,4.501337051,0,3.049181461,34.375
2919,4.594134331,3.125,3.196385145,31.25
2920,4.575858116,3.125,3.159796953,21.875
2921,4.518182755,0,3.188313246,28.125
2922,4.385772705,0,3.022958517,15.625
2923,4.476140976,3.125,3.170428038,21.875
2924,4.421206951,0,3.219825983,12.5
2925,4.432549477,0,3.46066165,12.5
2926,4.622369289,6.25,3.079023361,25
2927,4.526586533,3.125,2.918245316,15.625
2928,4.63169384,0,3.134414434,25
2929,4.558684349,0,3.322075367,6.25
2930,4.535947323,3.125,2.700615883,31.25
2931,4.595355511,3.125,3.056495667,28.125
2932,4.427807808,3.125,3.184426308,21.875
2933,4.497578144,0,3.084837437,28.125
2934,4.469754219,3.125,3.192763329,15.625
2935,4.456637383,0,3.134842634,21.875
2936,4.601899147,0,3.196424246,21.875
2937,4.425292492,0,2.78200388,28.125
2938,4.410012245,3.125,3.092881918,15.625
2939,4.558797836,3.125,3.209801197,9.375
2940,4.443738937,3.125,3.128817558,15.625
2941,4.53062439,0,3.337694168,18.75
2942,4.447966099,0,2.320611954,34.375
2943,4.399502754,0,2.877892017,15.625
2944,4.416183472,0,3.480129719,18.75
2945,4.571676731,0,3.678808928,9.375
2946,4.54583931,0,3.225031853,15.625
2947,4.372645855,0,3.172887325,21.875
2948,4.484487534,6.25,3.635243893,12.5
2949,4.474532127,3.125,2.706991673,31.25
2950,4.577331066,0,3.673095465,15.625
2951,4.554709435,3.125,3.095178843,25
2952,4.448207378,6.25,4.080235004,21.875
2953,4.276556015,0,3.237176657,28.125
2954,4.432736874,3.125,2.872571945,21.875
2955,4.349722862,3.125,2.874459267,18.75
2956,4.308607101,3.125,3.39009738,21.875
2957,4.576225281,0,2.961986303,31.25
2958,4.37421608,6.25,2.929422379,18.75
2959,4.487243652,0,3.357583284,15.625
2960,4.57302475,0,3.220479965,25
2961,4.549136162,0,2.855746746,18.75
2962,4.561984062,3.125,3.424095154,25
2963,4.660690308,0,3.436685562,12.5
2964,4.66520977,3.125,3.841915607,6.25
2965,4.629249573,0,3.40568471,9.375
2966,4.513905525,0,3.27663517,21.875
2967,4.619134426,0,3.214889288,28.125
2968,4.484110832,3.125,2.97338748,25
2969,4.57007885,0,3.511171341,9.375
2970,4.585481644,0,3.627898932,9.375
2971,4.435062408,3.125,3.297127247,25
2972,4.707787037,3.125,3.404191732,21.875
2973,4.375029087,3.125,3.45854044,15.625
2974,4.298221588,6.25,3.292611599,15.625
2975,4.460391998,0,3.352971077,12.5
2976,4.546617985,0,3.159723997,28.125
2977,4.461616516,0,3.419036627,12.5
2978,4.45994854,3.125,3.348711491,15.625
2979,4.415575504,6.25,3.065620184,28.125
2980,4.593190193,0,3.347625017,12.5
2981,4.448066711,3.125,3.308030367,25
2982,4.345480919,3.125,3.384116411,12.5
2983,4.303886414,6.25,3.008390188,28.125
2984,4.421156883,0,3.057627916,21.875
2985,4.549797535,9.375,2.729447365,25
2986,4.366857052,3.125,2.959652901,18.75
2987,4.418815136,0,3.665313721,15.625
2988,4.416095734,0,3.711355925,9.375
2989,4.591355324,3.125,3.675417423,15.625
2990,4.643734455,3.125,3.141426086,18.75
2991,4.471281528,0,3.859364748,9.375
2992,4.617970467,0,3.375290632,15.625
2993,4.345780849,0,2.868595362,21.875
2994,4.426832676,3.125,3.050248146,21.875
2995,4.450439453,3.125,2.932162046,25
2996,4.564518452,3.125,3.341748476,18.75
2997,4.467904091,0,3.269908667,15.625
2998,4.6191535,6.25,3.242289543,15.625
2999,4.388106823,0,3.484886646,18.75
3000,4.310317993,0,3.54443264,12.5
3001,4.336062431,3.125,3.346186161,12.5
3002,4.355164051,0,3.199850082,25
3003,4.570679188,3.125,2.921962023,25
3004,4.470117092,6.25,3.039047718,18.75
3005,4.438259125,0,3.107875109,21.875
3006,4.582367897,3.125,2.898647785,21.875
3007,4.596043587,6.25,3.474449396,18.75
3008,4.683630466,0,3.614676237,18.75
3009,4.472233772,0,2.976788759,18.75
3010,4.450746536,3.125,3.359017372,15.625
3011,4.530057907,0,3.556151628,15.625
3012,4.474581718,3.125,2.893863678,21.875
3013,4.588253975,0,3.45749712,21.875
3014,4.467787743,6.25,3.161262751,18.75
3015,4.5137887,0,3.396766663,12.5
3016,4.368699551,0,3.347139359,18.75
3017,4.399799347,0,3.191196918,12.5
3018,4.401690006,0,3.27408123,21.875
3019,4.656110287,0,3.105789661,28.125
3020,4.350595951,3.125,3.15394783,15.625
3021,4.581630707,0,3.579086065,3.125
3022,4.285782337,3.125,3.216596842,21.875
3023,4.383857727,3.125,3.218084812,18.75
3024,4.436448097,0,3.317498684,21.875
3025,4.634742737,0,2.935735703,21.875
3026,4.441152096,0,4.205221176,6.25
3027,4.311879635,6.25,3.322924137,25
3028,4.275568485,0,3.243480921,21.875
3029,4.51934433,0,3.7643888,15.625
3030,4.489573956,3.125,3.587961674,18.75
3031,4.550623417,0,3.026957512,12.5
3032,4.399196148,0,3.460115433,18.75
3033,4.715623379,3.125,3.435028791,15.625
3034,4.485703468,0,3.058709383,18.75
3035,4.581508636,0,3.417632818,15.625
3036,4.512178898,0,3.380415916,18.75
3037,4.394393444,3.125,3.562394619,6.25
3038,4.558075428,3.125,3.383404255,15.625
3039,4.588756084,6.25,3.12795186,31.25
3040,4.51599884,6.25,2.777002096,28.125
3041,4.540513039,3.125,3.123863935,21.875
3042,4.491269588,3.125,3.601282358,15.625
3043,4.511286736,0,3.188589573,18.75
3044,4.558374882,0,2.92124939,15.625
3045,4.635525703,0,3.043118477,25
3046,4.638842583,0,3.604443789,15.625
3047,4.719861984,0,2.809180021,25
3048,4.503945351,0,3.759039879,9.375
3049,4.345337868,3.125,2.822407007,31.25
3050,4.492620468,3.125,3.161497116,25
3051,4.485873222,3.125,3.086343288,12.5
3052,4.42069149,6.25,3.593096018,15.625
3053,4.403274536,6.25,3.151197195,21.875
3054,4.319395065,6.25,3.212226629,15.625
3055,4.583534241,0,2.865656614,21.875
3056,4.249339104,12.5,3.400226831,15.625
3057,4.364684582,0,3.086494207,28.125
3058,4.356965542,6.25,3.720464706,12.5
3059,4.800607681,0,3.491746902,6.25
3060,4.379547119,3.125,2.937261343,34.375
3061,4.371688843,6.25,3.12929678,21.875
3062,4.637592316,3.125,3.151515484,18.75
3063,4.725656033,3.125,3.031707764,25
3064,4.455904484,0,3.342581749,18.75
3065,4.28636837,3.125,3.220415831,18.75
3066,4.40710783,0,3.111162663,25
3067,4.449120045,3.125,2.899243593,37.5
3068,4.493904114,9.375,3.409258604,21.875
3069,4.584497929,3.125,3.525872231,18.75
3070,4.366873741,0,2.916445255,25
3071,4.489437103,0,2.19366622,43.75
3072,4.620074272,3.125,3.584005117,15.625
3073,4.556479931,0,3.445192099,15.625
3074,4.553857327,0,2.862571001,25
3075,4.63274622,0,2.966456652,25
3076,4.649542332,0,2.382731915,37.5
3077,4.670302391,0,3.380058289,21.875
3078,4.357442379,0,3.269828558,21.875
3079,4.703259945,0,3.054855108,18.75
3080,4.404987812,3.125,3.079609156,25
3081,4.634807587,3.125,3.346940041,12.5
3082,4.456838608,6.25,3.419835091,15.625
3083,4.353274345,0,3.124469519,21.875
3084,4.433885574,3.125,3.119349957,21.875
3085,4.466320038,0,3.206487894,28.125
3086,4.603177071,0,3.379035711,9.375
3087,4.43843317,6.25,3.255247355,12.5
3088,4.477351665,0,2.816037893,34.375
3089,4.561484814,3.125,3.234963894,21.875
3090,4.453845024,0,3.087888479,31.25
3091,4.571136951,0,3.082534313,25
3092,4.436425209,3.125,2.86558032,21.875
3093,4.397006512,3.125,3.182733536,25
3094,4.533352375,0,2.862272024,37.5
3095,4.414277077,0,3.172950268,15.625
3096,4.519666672,0,2.95898962,25
3097,4.536956787,0,2.765593052,34.375
3098,4.444025993,0,3.458537102,12.5
3099,4.517593861,0,3.265861511,18.75
3100,4.449018478,0,3.447045803,18.75
3101,4.432649612,0,3.123324633,31.25
3102,4.469963074,6.25,2.554486513,43.75
3103,4.47780323,3.125,3.257520676,18.75
3104,4.501086712,3.125,3.158475876,15.625
3105,4.358823299,6.25,3.422118187,18.75
3106,4.392498016,6.25,3.079215288,25
3107,4.297927856,3.125,3.131665707,25
3108,4.648161888,0,3.398373365,18.75
3109,4.534311771,0,2.978959322,28.125
3110,4.567618847,0,2.877296209,15.625
3111,4.405334949,3.125,3.478184462,12.5
3112,4.377958775,3.125,3.371116161,15.625
3113,4.397992134,0,2.7932868,21.875
3114,4.416129112,0,3.366061449,15.625
3115,4.517286301,3.125,3.823141575,12.5
3116,4.570362091,3.125,3.49333787,18.75
3117,4.35855484,0,3.158345938,18.75
3118,4.452167988,6.25,3.647407055,6.25
3119,4.433121204,0,3.510147095,12.5
3120,4.267376423,6.25,3.322856665,21.875
3121,4.179904938,0,2.946546316,25
3122,4.275410652,3.125,2.617390394,21.875
3123,4.544805527,0,3.267824411,21.875
3124,4.181384087,3.125,3.058889151,28.125
3125,4.340062141,6.25,3.662153959,12.5
3126,4.929472923,0,3.18863678,31.25
3127,4.357637882,3.125,3.215561152,9.375
3128,4.279835224,3.125,3.125917912,21.875
3129,4.296532631,0,3.233263969,12.5
3130,4.463077068,0,4.062555313,12.5
3131,4.530288219,3.125,2.818705797,21.875
3132,4.49890995,3.125,2.238866568,46.875
3133,4.476341724,6.25,2.599896669,31.25
3134,4.41238308,0,2.200548172,43.75
3135,4.533401966,0,2.742069006,31.25
3136,4.603003502,6.25,2.44803381,34.375
3137,4.532762527,0,2.582036495,34.375
3138,4.486432076,0,2.475320101,37.5
3139,4.514640808,3.125,2.470312595,28.125
3140,4.42587471,3.125,2.197565079,31.25
3141,4.544682503,0,2.500646114,34.375
3142,4.469801426,0,2.84786582,25
3143,4.302908421,3.125,2.628504276,37.5
3144,4.27419138,0,2.78033042,37.5
3145,4.401315689,3.125,2.910644054,15.625
3146,4.454339981,3.125,2.735516071,25
3147,4.385555744,0,2.650928736,28.125
3148,4.425447941,0,3.251011372,18.75
3149,4.211349487,9.375,2.876057386,15.625
3150,4.411539555,3.125,2.557956219,31.25
3151,4.574073792,3.125,2.754670382,37.5
3152,4.582806587,3.125,3.018463373,37.5
3153,4.591386795,0,2.306101799,40.625
3154,4.445209503,3.125,2.546046019,34.375
3155,4.56805706,0,3.308442593,25
3156,4.562085152,3.125,2.679726362,28.125
3157,4.364850521,3.125,2.849449158,31.25
3158,4.618681908,0,2.614525318,28.125
3159,4.622158527,3.125,2.170871496,43.75
3160,4.404085159,0,2.568264484,34.375
3161,4.292495728,3.125,2.932580948,28.125
3162,4.407821655,3.125,2.761871815,28.125
3163,4.389455318,6.25,3.117194414,9.375
3164,4.655767441,0,2.255026102,43.75
3165,4.535612106,0,3.051742792,21.875
3166,4.360583782,0,2.284800768,43.75
3167,4.367721081,3.125,2.799577713,37.5
3168,4.594288826,0,2.71685791,21.875
3169,4.459273338,0,3.144086599,25
3170,4.36081028,3.125,2.180280209,28.125
3171,4.337398529,3.125,2.457224369,28.125
3172,4.431947231,0,2.867062807,28.125
3173,4.396207809,6.25,2.790623665,25
3174,4.50037241,0,2.595656157,28.125
3175,4.287345886,6.25,2.375241518,50
3176,4.590541363,3.125,3.172087669,21.875
3177,4.372514725,9.375,3.275266647,28.125
3178,4.278971195,3.125,2.657161474,31.25
3179,4.604372978,3.125,2.755581856,34.375
3180,4.511630058,3.125,2.922450304,25
3181,4.266347885,3.125,2.911460876,34.375
3182,4.236417294,6.25,2.622761965,34.375
3183,4.370787621,0,2.501360416,34.375
3184,4.247916222,6.25,2.406636,28.125
3185,4.320680618,0,3.117381096,15.625
3186,4.39882946,9.375,2.375400305,43.75
3187,4.657697201,0,2.902999163,25
3188,4.516471386,3.125,3.077559233,25
3189,4.564964771,0,2.481215477,40.625
3190,4.333318233,6.25,2.689924717,18.75
3191,4.494026184,0,2.395090818,40.625
3192,4.470882893,0,2.737650871,46.875
3193,4.531991482,0,2.14868021,37.5
3194,4.531197548,3.125,2.916290283,28.125
3195,4.406460762,6.25,1.952067375,43.75
3196,4.435621262,0,2.802693605,28.125
3197,4.553202629,3.125,3.276171684,15.625
3198,4.27479744,6.25,3.029578447,34.375
3199,4.588981628,3.125,2.907887936,28.125
3200,4.340471745,3.125,2.56540513,37.5
3201,4.476977348,0,2.846330643,25
3202,4.471501827,0,2.499625683,43.75
3203,4.467173576,0,3.067359924,21.875
3204,4.169974327,3.125,2.898397207,37.5
3205,4.511852264,0,2.273453236,28.125
3206,4.443408966,0,2.680675983,37.5
3207,4.517939568,3.125,2.729646921,25
3208,4.529755116,3.125,2.428514004,34.375
3209,4.537328243,6.25,3.108122349,18.75
3210,4.70595789,0,2.878794909,12.5
3211,4.422291279,9.375,2.611956358,37.5
3212,4.520275116,0,2.630246162,34.375
3213,4.615661144,0,2.282227039,40.625
3214,4.383687973,3.125,2.721801519,25
3215,4.489650249,3.125,2.846441031,21.875
3216,4.465014935,6.25,2.097332716,62.5
3217,4.472209454,3.125,2.460565805,25
3218,4.319973946,3.125,2.447361946,40.625
3219,4.523537636,0,2.690703154,28.125
3220,4.41849947,3.125,2.832080364,31.25
3221,4.344630718,3.125,3.060723066,25
3222,4.48050499,0,2.411157131,31.25
3223,4.463838577,3.125,2.794590712,28.125
3224,4.525299549,0,2.61909318,40.625
3225,4.346540928,0,2.402612686,40.625
3226,4.597553253,3.125,2.617398262,34.375
3227,4.473312855,0,2.805510759,25
3228,4.425951481,0,2.33412528,40.625
3229,4.486286163,0,2.31532979,43.75
3230,4.457643509,0,2.450567722,25
3231,4.532431602,0,2.493298531,28.125
3232,4.396648407,3.125,2.399350882,34.375
3233,4.47471714,3.125,2.142941952,43.75
3234,4.329256058,3.125,2.693034649,40.625
3235,4.360152721,3.125,2.830777884,28.125
3236,4.501132011,0,2.768854141,28.125
3237,4.339839458,0,2.847574949,31.25
3238,4.236456871,3.125,2.602079153,25
3239,4.55570507,0,2.231053829,34.375
3240,4.576251984,0,2.947055578,28.125
3241,4.27270031,0,3.217541456,18.75
3242,4.592230797,0,2.75774312,28.125
3243,4.417583466,0,2.579422712,34.375
3244,4.415679932,3.125,2.954739332,31.25
3245,4.507889748,3.125,2.601374388,40.625
3246,4.472937107,3.125,3.128813982,28.125
3247,4.556436539,0,2.53523159,25
3248,4.178068638,3.125,2.820093632,18.75
3249,4.263271332,9.375,2.689927578,43.75
3250,4.462527752,0,2.836038589,18.75
3251,4.51490593,3.125,2.686579227,21.875
3252,4.369307518,0,2.653932571,34.375
3253,4.182458878,9.375,2.861060619,31.25
3254,4.33155489,6.25,2.418552876,37.5
3255,4.483300686,0,3.417110682,21.875
3256,4.545858383,6.25,2.736594915,31.25
3257,4.336181641,3.125,2.759248257,28.125
3258,4.425834656,0,2.797193289,28.125
3259,4.532495022,0,2.942272663,31.25
3260,4.512731075,0,2.436390638,31.25
3261,4.548475742,0,2.559332848,40.625
3262,4.516457558,0,2.204008102,28.125
3263,4.600052834,3.125,2.270874262,40.625
3264,4.563109875,0,2.281296253,34.375
3265,4.525857925,0,2.116331816,43.75
3266,4.502586365,0,2.953454494,21.875
3267,4.444738865,0,2.960808277,15.625
3268,4.465943813,3.125,2.819753885,25
3269,4.513534546,3.125,3.197498083,12.5
3270,4.571207047,0,2.767502546,21.875
3271,4.49461937,0,2.467673302,43.75
3272,4.299839973,6.25,2.960395575,21.875
3273,4.453753471,3.125,2.832123756,21.875
3274,4.400691032,6.25,2.74911809,21.875
3275,4.670375347,3.125,2.89084506,21.875
3276,4.599891663,0,2.685825825,34.375
3277,4.35760498,6.25,2.785207033,15.625
3278,4.292496204,3.125,2.717236996,28.125
3279,4.561776161,3.125,2.380400181,34.375
3280,4.526983738,3.125,2.628272533,34.375
3281,4.43361187,3.125,2.05231905,46.875
3282,4.516741276,3.125,2.486616373,21.875
3283,4.434066772,3.125,2.537938118,31.25
3284,4.46724844,6.25,2.636379957,31.25
3285,4.618617535,0,2.813940287,28.125
3286,4.307646751,3.125,2.626697302,37.5
3287,4.489388466,3.125,1.98690033,37.5
3288,4.480185032,0,2.266666889,46.875
